Informe Completo;;;;;;;;;;;;;;;
Tipo : Acciones;;;;;;;;;;;;;;;
Pais: EEUU;;;;;;;;;;;;;;;
Fecha de creación : 28/1/2022;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
Nombre;Ref.;Ingresos Totales;;;;;;;;Rentabilidad sobre fondos propios TTM;;Precio/Venta TTM;;Recomendación;URL
;;fecha;monto;fecha;monto;fecha;monto;fecha;monto;Empresa;Industria;Empresa;Industria;;
Teleflex Incorporated;TFX;2021- 26/09;700.25;2021- 27/06;713.47;2021- 28/03;633.92;2020- 31/12;711.18;6.88;10.18;5.02;124.85;-;https://es.investing.com/equities/teleflex-inc
Liberty Global PLC Class C;LBTYK;2021- 30/09;1901.4;2021- 30/06;6489.1;2021- 31/03;3615.3;2020- 31/12;3426.9;26.3;6.56;1.17;3.51;-;https://es.investing.com/equities/liberty-global-(c)
Liberty Global PLC;LBTYA;2021- 30/09;1901.4;2021- 30/06;6489.1;2021- 31/03;3615.3;2020- 31/12;3426.9;26.3;6.56;1.17;3.51;-;https://es.investing.com/equities/liberty-global-inc
Tatneft ADR;OAOFY;2021- 30/09;327804;2021- 30/06;315170;2021- 31/03;261644;2020- 31/12;203265;17.06;4.92;0.99;9.18;Comprar;https://es.investing.com/equities/tatneft
NortonLifeLock Inc;NLOK;2021- 01/10;692;2021- 02/07;686;2021- 02/04;672;2021- 01/01;639;21.1;13.95;5.48;29.76;Comprar;https://es.investing.com/equities/symantec-corp
Sonic Healthcare Ltd ADR;SKHHY;2013- 30/06;1786.75;2012- 31/12;1697.33;2012- 30/06;1703.71;2011- 31/12;1641.9;13.9;4.76;2.07;125.44;-;https://es.investing.com/equities/sonic-healthcare-ltd-exch
Federal Home Loan Mortgage Corp CP Pref;FMCCP;2021- 30/09;16095;2021- 30/06;16411;2021- 31/03;13601;2020- 31/12;15001;0.46;0.51;0.01;0.01;-;https://es.investing.com/equities/federal-home-loan-mortgage-cp-pref
Builders FirstSource Inc;BLDR;2021- 30/09;5508.59;2021- 30/06;5576.68;2021- 31/03;4173.77;2020- 31/12;2530.76;24.31;13.39;0.69;3.48;-;https://es.investing.com/equities/builders-firstsou
Zillow Group Inc;ZG;2021- 30/09;1736.64;2021- 30/06;1309.98;2021- 31/03;1218.44;2020- 31/12;788.95;-3.13;3.62;2.34;214.96;-;https://es.investing.com/equities/zillow-group-inc
Advance Auto Parts Inc;AAP;2021- 09/10;2621.23;2021- 17/07;2649.41;2021- 24/04;3330.37;2021- 02/01;2365.13;9.08;24.74;1.28;3.74;-;https://es.investing.com/equities/advance-auto-parts
Federal Home Loan Mortgage Corp Pref 5.81;FREJN;2021- 30/09;16095;2021- 30/06;16411;2021- 31/03;13601;2020- 31/12;15001;0.46;0.51;0.01;0.01;-;https://es.investing.com/equities/frederal-hm-ln-5.81
China Coal Energy Co Ltd ADR;CCOZY;2021- 30/06;98719.9;2020- 31/12;79568.12;2020- 30/06;61393.19;2019- 31/12;68291.9;8.16;7.21;0.39;0.91;-;https://es.investing.com/equities/china-coal-energy-adr
Novavax Inc;NVAX;2021- 30/09;178.84;2021- 30/06;298.02;2021- 31/03;447.23;2020- 31/12;279.66;-141.7;11.19;4.58;406.43;-;https://es.investing.com/equities/novavax
Norsk Hydro ASA ADR;NHYDY;2021- 30/09;36710;2021- 30/06;34559;2021- 31/03;31951;2020- 31/12;12067;9.84;9.85;1.27;3.71;-;https://es.investing.com/equities/norsk-hydro-asa
Albertsons Companies;ACI;2021- 04/12;16728.4;2021- 11/09;16505.7;2021- 19/06;21269.4;2021- 27/02;15772.3;5.08;9.18;0.19;0.82;-;https://es.investing.com/equities/albertsons-companies
Loews Corp;L;2021- 30/09;3384;2021- 30/06;3985;2021- 31/03;3626;2020- 31/12;3665;8.96;undefined;1.01;1.79;-;https://es.investing.com/equities/loews-corporation
Iron Mountain Incorporated;IRM;2021- 30/09;1130.15;2021- 30/06;1119.76;2021- 31/03;1082.04;2020- 31/12;1059.65;5.27;3.89;2.88;13.15;Comprar;https://es.investing.com/equities/iron-mountain-inc
Federal National Mortgage Association Pref Q;FNMAI;2021- 30/09;25092;2021- 30/06;25209;2021- 31/03;23646;2020- 31/12;24951;0.54;0.51;0.01;0.01;-;https://es.investing.com/equities/fed-ntl-mtg-ser-q
Shaw Communications Inc;SJR;2021- 30/11;1386;2021- 31/08;1377;2021- 31/05;1375;2021- 28/02;1387;7.1;5.18;3.4;4.42;-;https://es.investing.com/equities/shaw-communications?cid=20551
Orient Overseas International Ltd ADR;OROVY;2021- 30/06;6987.58;2020- 31/12;4760.81;2020- 30/06;3430.5;2019- 31/12;3578.21;39.41;33.69;1.32;1.74;-;https://es.investing.com/equities/orient-overseas-adr
AerCap Holdings NV;AER;2021- 30/09;1416.77;2021- 30/06;1209.62;2021- 31/03;1090.56;2020- 31/12;1017.52;2.34;11.84;3.18;2.51;-;https://es.investing.com/equities/aercap-holdings-nv
W. R. Berkley Corp;WRB;2021- 30/09;2424.28;2021- 30/06;2296.09;2021- 31/03;2156.87;2020- 31/12;2312.47;8.96;undefined;1.52;1.79;-;https://es.investing.com/equities/wr-berkley-corp
Telefonica Brasil SA ADR;VIV;2021- 30/09;11033.25;2021- 30/06;10649.48;2021- 31/03;10848.94;2020- 31/12;11192.82;5.44;6.56;1.87;3.51;-;https://es.investing.com/equities/telefonica-brasil-sa-adr
Fidelity National Financial Inc;FNF;2021- 30/09;3892;2021- 30/06;3854;2021- 31/03;3100;2020- 31/12;3770;8.99;undefined;0.95;1.75;-;https://es.investing.com/equities/fidelity-national-financial
Bentley Systems Inc;BSY;2021- 30/09;248.48;2021- 30/06;222.93;2021- 31/03;222;2020- 31/12;219.57;8.37;13.48;11.47;30.35;-;https://es.investing.com/equities/bentley-systems-inc
Whirlpool Corporation;WHR;2021- 30/09;5488;2021- 30/06;5324;2021- 31/03;5358;2020- 31/12;5798;15.89;13.13;0.55;1.77;-;https://es.investing.com/equities/whirl-pool-corp
Nordson Corporation;NDSN;2021- 31/07;646.86;2021- 30/04;589.54;2021- 31/01;526.57;2020- 31/10;558.52;10.78;11.37;5.61;6.39;-;https://es.investing.com/equities/nordson-corp
Teck Resources Ltd Class B;TECK;2021- 30/09;3970;2021- 30/06;2558;2021- 31/03;2547;2020- 31/12;2560;2.37;10.15;1.85;3.84;-;https://es.investing.com/equities/teck-cominco
Morningstar Inc;MORN;2021- 30/09;428.9;2021- 30/06;415.4;2021- 31/03;392.8;2020- 31/12;380.4;10.19;22.04;7.03;9.29;-;https://es.investing.com/equities/morningstar
Interpublic Group of Companies Inc;IPG;2021- 30/09;2542;2021- 30/06;2509.6;2021- 31/03;2257;2020- 31/12;2550;8.33;5.19;1.34;4.24;-;https://es.investing.com/equities/interpublic-grp
Smith & Nephew SNATS Inc;SNN;2021- 03/07;2599;2020- 31/12;2525;2020- 27/06;2035;2019- 31/12;2653;6.57;10.18;2.91;124.85;-;https://es.investing.com/equities/smith---nephew-snats-inc
Suez SA OTC;SZSAY;2021- 30/06;8711.3;2020- 31/12;9042.4;2020- 30/06;8166.6;2019- 31/12;9359.3;4.05;2.14;0.71;0.65;-;https://es.investing.com/equities/suez-environnement-co-sa
F5 Networks Inc;FFIV;2021- 30/09;682;2021- 30/06;651.51;2021- 31/03;645.29;2020- 31/12;624.62;9.32;16.57;4.64;5.32;-;https://es.investing.com/equities/f5-networks-inc
Trip.com Group Ltd ADR;TCOM;2021- 30/06;5890;2021- 31/03;4108;2020- 31/12;4964;2020- 30/09;5462;2.65;-4.34;5.09;9.8;-;https://es.investing.com/equities/ctrip.com-international
Suzano Papel e Celulose SA ADR;SUZ;2021- 30/09;10761.85;2021- 30/06;9844.44;2021- 31/03;8889.17;2020- 31/12;8012.98;12.41;12.96;2.11;2.03;-;https://es.investing.com/equities/suzano-papel-adr
Jeronimo Martins SGPS SA ADR;JRONY;2021- 30/09;5303.59;2021- 30/06;5116.33;2021- 31/03;4786.09;2020- 31/12;5095.56;9.87;9.14;0.66;0.62;-;https://es.investing.com/equities/jeronimo-martins-sgps-sa
Federal Home Loan Mortgage Corp Pref Perpetual Non Cumalative;FMCCS;2021- 30/09;16095;2021- 30/06;16411;2021- 31/03;13601;2020- 31/12;15001;0.46;0.51;0.01;0.01;-;https://es.investing.com/equities/fed-homeln-pfd
PTT Exploration & Production;PEXNY;2021- 31/12;219068.07;2021- 30/09;58295.18;2021- 30/06;54830.42;2021- 31/03;42753.68;5.99;6.76;2.32;2.56;-;https://es.investing.com/equities/ptt-exploration---production
Stora Enso Oyj PK;SEOAY;2021- 30/09;2577;2021- 30/06;2592;2021- 31/03;2276;2020- 31/12;2153;6.51;31.63;0.93;undefined;-;https://es.investing.com/equities/stora-enso-oyj-pk
China Eastern Airlines Ltd;CEA;2021- 30/06;34710;2020- 31/12;33568;2020- 30/06;25159;2019- 31/12;62127;-4.65;-7.69;0.95;1.9;-;https://es.investing.com/equities/china-eastern-airlines-corp-ltd
Federal Home Loan Mortgage Corp Pref 5.79;FMCCK;2021- 30/09;16095;2021- 30/06;16411;2021- 31/03;13601;2020- 31/12;15001;0.46;0.51;0.01;0.01;-;https://es.investing.com/equities/freddie-mac-5.79
Sompo Holdings Inc ADR;SMPNY;2021- 30/09;1092019;2021- 30/06;1074098;2021- 31/03;930412;2020- 31/12;905236;5.23;undefined;0.47;0.52;-;https://es.investing.com/equities/sompo-adr
Kion Group AG ADR;KIGRY;2021- 30/09;2565.8;2021- 30/06;2592.8;2021- 31/03;2375.1;2020- 31/12;2341.4;5.04;8.21;1.07;2.77;-;https://es.investing.com/equities/kion-adr
Fortune Brands Home & Security Inc;FBHS;2021- 30/09;1986.3;2021- 30/06;1936.1;2021- 31/03;1771;2020- 31/12;1659.7;13.03;13.39;1.67;3.48;-;https://es.investing.com/equities/fortune-brands-home---security
Federal National Mortgage Association Pref R;FNMAJ;2021- 30/09;25092;2021- 30/06;25209;2021- 31/03;23646;2020- 31/12;24951;0.54;0.51;0.01;0.01;-;https://es.investing.com/equities/fannie-mae-pfd-r
Vodacom Group Ltd PK;VDMCY;2021- 30/09;49856;2021- 31/03;50458;2020- 30/09;47844;2020- 31/03;46357;13.01;8.28;2.55;2.03;-;https://es.investing.com/equities/vodacom-group-ltd-pk
Repligen Corporation;RGEN;2021- 30/09;178.22;2021- 30/06;162.96;2021- 31/03;142.84;2020- 31/12;108.65;7.17;11.31;16.52;9.14;Vender;https://es.investing.com/equities/repligen-corp
Sumitomo Realty & Development Co Ltd ADR;SURYY;2021- 30/09;230558;2021- 30/06;250410;2021- 31/03;211620;2020- 31/12;190730;2.73;4.69;1.91;1.76;-;https://es.investing.com/equities/sumitomo-realty-adr
Endeavor Group Holdings Inc;EDR;2021- 30/09;1391.3;2021- 30/06;1111.27;2021- 31/03;1069.58;2019- 31/12;4570.97;-1.31;undefined;19.32;undefined;-;https://es.investing.com/equities/endeavor-group-holdings-inc
Sekisui House Ltd ADR;SKHSY;2021- 31/10;621207;2021- 31/07;615015;2021- 30/04;608590;2021- 31/01;678018;8.81;6.18;0.61;1.4;-;https://es.investing.com/equities/sekisui-house-ltd
ABIOMED Inc;ABMD;2021- 30/09;248.14;2021- 30/06;252.59;2021- 31/03;241.25;2020- 31/12;231.66;11.3;10.18;12.96;124.85;-;https://es.investing.com/equities/abiomed
Kimco Realty Corp ADR;KIM_pl;2021- 30/09;368.61;2021- 30/06;571.32;2021- 31/03;282.31;2020- 31/12;269.44;6.03;3.89;11.93;13.15;-;https://es.investing.com/equities/kimco-realty-adr
Kimco Realty Corporation;KIM;2021- 30/09;368.61;2021- 30/06;571.32;2021- 31/03;282.31;2020- 31/12;269.44;6.03;3.89;11.93;13.15;-;https://es.investing.com/equities/kimco-realty
Lufax Holding Ltd;LU;2021- 30/09;15925.95;2021- 30/06;14826.24;2021- 31/03;15280.68;2020- 31/12;13286.51;13.92;9.15;1.12;3.65;-;https://es.investing.com/equities/lufax-holding-ltd
Cboe Global Markets Inc;CBOE;2021- 30/09;816.8;2021- 30/06;800.8;2021- 31/03;1010.8;2020- 31/12;844.2;8.57;21.42;3.52;9.26;-;https://es.investing.com/equities/cboe-holdings-inc
Subaru Corp ADR;FUJHY;2021- 30/09;706484;2021- 30/06;635171;2021- 31/03;755381;2020- 31/12;856437;3.94;7.37;0.54;0.88;-;https://es.investing.com/equities/fuji-heavy-industries-ltd
Kirin Holdings Co Ltd;KNBWY;2021- 30/09;462522;2021- 30/06;454722;2021- 31/03;409302;2020- 31/12;489863;4.95;10.59;0.94;4.6;-;https://es.investing.com/equities/kirin-holdings-co-ltd
Teladoc Inc;TDOC;2021- 30/09;521.66;2021- 30/06;503.14;2021- 31/03;453.68;2020- 31/12;383.32;-7.88;-13.09;5.8;15.78;Comprar;https://es.investing.com/equities/teladoc-inc
Amerco;UHAL;2021- 30/09;1664.25;2021- 30/06;1472.86;2021- 31/03;1059.86;2020- 31/12;1169.98;7.52;5.45;2.15;6.5;-;https://es.investing.com/equities/amerco
Hasbro Inc;HAS;2021- 26/09;1970;2021- 27/06;1322.2;2021- 28/03;1114.8;2020- 27/12;1722.97;6.18;9.45;1.99;2.79;-;https://es.investing.com/equities/hasbro-inc
Cardinal Health Inc;CAH;2021- 30/09;43968;2021- 30/06;42586;2021- 31/03;39275;2020- 31/12;41541;6.65;3.56;0.09;1.67;-;https://es.investing.com/equities/cardinal-health
Icahn Enterprises LP;IEP;2021- 30/09;2645;2021- 30/06;2982;2021- 31/03;3376;2020- 31/12;2744;4.58;7.68;1.25;2.53;-;https://es.investing.com/equities/icahn-enterprises
Nomura Holdings Inc ADR;NMR;2021- 30/09;379209;2021- 30/06;405172;2021- 31/03;227972;2020- 31/12;455872;0.01;21.42;1.11;9.26;-;https://es.investing.com/equities/nomura-holdings
Logitech International SA;LOGI;2021- 31/12;1632.78;2021- 30/09;1306.27;2021- 30/06;1312.06;2021- 31/03;1535.92;31.07;40.45;2.44;22.39;-;https://es.investing.com/equities/logitech?cid=21634
Newcrest Mining Ltd PK;NCMGY;2021- 30/06;2404;2020- 31/12;2172;2020- 30/06;2132;2019- 31/12;1790;8.89;11.61;2.7;4716.13;-;https://es.investing.com/equities/newcrest-mining-ltd-pk
Mosaic Co;MOS;2021- 30/09;3418.6;2021- 30/06;2800.7;2021- 31/03;2297.1;2020- 31/12;2457.4;10.98;7.1;1.36;3.71;-;https://es.investing.com/equities/mosaic-company
Federal Home Loan Mortgage Corp Pref 5.7;FMCKP;2021- 30/09;16095;2021- 30/06;16411;2021- 31/03;13601;2020- 31/12;15001;0.46;0.51;0.01;0.01;-;https://es.investing.com/equities/freddie-mac-5.7-pfd
CF Industries Holdings Inc;CF;2021- 30/09;1362;2021- 30/06;1588;2021- 31/03;1048;2020- 31/12;1102;6.24;7.1;2.88;3.71;-;https://es.investing.com/equities/cf-industries
Crown Holdings Inc;CCK;2021- 30/09;2920;2021- 30/06;2856;2021- 31/03;2564;2020- 31/12;2962;7.1;6.97;1.27;1.53;-;https://es.investing.com/equities/crown-hldgs
Federal Home Loan Mortgage Corp Pref 5;FMCKK;2021- 30/09;16095;2021- 30/06;16411;2021- 31/03;13601;2020- 31/12;15001;0.46;0.51;0.01;0.01;-;https://es.investing.com/equities/fed-home-ln-mtg-5.0
PulteGroup Inc;PHM;2021- 30/09;3479.05;2021- 30/06;6089.27;2021- 31/03;2729.79;2020- 31/12;3192.36;18.89;13.13;0.99;1.77;-;https://es.investing.com/equities/pulte-homes-inc
Federal Natl Mtg Pfd;FNMAH;2021- 30/09;25092;2021- 30/06;25209;2021- 31/03;23646;2020- 31/12;24951;0.54;0.51;0.01;0.01;-;https://es.investing.com/equities/federal-natl-mtg-pfd
PTC Inc;PTC;2021- 31/12;457.72;2021- 30/09;480.65;2021- 30/06;435.67;2021- 31/03;461.79;14.96;13.95;7.05;29.76;-;https://es.investing.com/equities/ptc
Goodrx Holdings Inc;GDRX;2021- 30/09;195.1;2021- 30/06;176.63;2021- 31/03;160.43;2020- 31/12;153.54;-18.73;-12.5;12.61;17.97;-;https://es.investing.com/equities/goodrx-holdings-inc
Liberty Media Formula One Corp C;FWONK;2021- 30/09;668;2021- 30/06;501;2021- 31/03;180;2020- 31/12;485;0.68;-1.31;15.99;19.32;-;https://es.investing.com/equities/liberty-media-co
CH Robinson Worldwide Inc;CHRW;2021- 30/09;6263.69;2021- 30/06;5532.73;2021- 31/03;4803.87;2020- 31/12;4549.45;22.87;13.33;0.63;1.89;Comprar;https://es.investing.com/equities/c-h-robinson-worldwide-inc
Siam Cement PCL ADR;SCVPY;2021- 30/09;131825.49;2021- 30/06;133554.74;2021- 31/03;122066.19;2020- 31/12;97250.21;9.76;10.11;0.88;1.03;-;https://es.investing.com/equities/siam-cement-adr
Graco Inc;GGG;2021- 24/09;486.7;2021- 25/06;507.16;2021- 26/03;454.13;2020- 25/12;470.34;24.01;11.37;6.19;6.39;-;https://es.investing.com/equities/graco-inc
Lenovo Group Ltd PK;LNVGY;2021- 30/09;17868.68;2021- 30/06;16929.25;2021- 31/03;15630.1;2020- 31/12;17245.44;16.24;40.6;0.19;16.22;-;https://es.investing.com/equities/lenovo-group-ltd-pk
Smurfit Kappa Group Plc;SMFKY;2021- 30/06;4679;2020- 31/12;4327;2020- 30/06;4203;2019- 31/12;4426;7.2;7.2;1.33;1.33;-;https://es.investing.com/equities/smurfit-kap
Cognex Corporation;CGNX;2021- 03/10;284.85;2021- 04/07;269.16;2021- 04/04;239.03;2020- 31/12;223.62;15.54;9.78;10.89;7.8;-;https://es.investing.com/equities/cognex-corp
Metallurgical Corporation of China Ltd ADR;MLLUY;2021- 30/09;98484.5;2021- 30/06;156579.8;2021- 31/03;94423.38;2020- 31/12;132141.54;8.71;6.71;0.15;1.52;-;https://es.investing.com/equities/metallurgical-china-adr
Brenntag AG ADR;BNTGY;2021- 30/09;3738.2;2021- 30/06;3470.1;2021- 31/03;3132.5;2020- 31/12;2876.2;7.92;8.47;0.89;0.77;-;https://es.investing.com/equities/brenntag-adr
Vivendi SA PK;VIVHY;2021- 30/06;8221;2020- 31/12;8514;2020- 30/06;7576;2019- 31/12;8545;5.43;5.18;0.76;4.42;-;https://es.investing.com/equities/vivendi-sa-pk
Rentokil Initial PLC ADR;RTOKY;2021- 30/06;1462.7;2020- 31/12;1532.5;2020- 30/06;1291;2019- 31/12;1415.5;9.49;10.78;3.18;4.99;-;https://es.investing.com/equities/rentokil-initial-plc
Campbell Soup Company;CPB;2021- 31/10;2236;2021- 01/08;1873;2021- 02/05;1984;2021- 31/01;2279;10.07;-6.91;1.59;3.04;-;https://es.investing.com/equities/campbell-soup
Smith AO Corporation;AOS;2021- 31/12;995.5;2021- 30/09;914.6;2021- 30/06;859.8;2021- 31/03;769;21.04;13.33;3.41;3.29;-;https://es.investing.com/equities/a.o-smith-corp
Asahi Kaisei Corp;AHKSY;2021- 30/09;597616;2021- 30/06;583433;2021- 31/03;569392;2020- 31/12;547272;5.76;8.46;0.68;2.29;-;https://es.investing.com/equities/asahi-kaisei-corp
FMC Corporation;FMC;2021- 30/09;1194;2021- 30/06;1242;2021- 31/03;1195.6;2020- 31/12;1152.2;8.62;7.1;2.86;3.71;-;https://es.investing.com/equities/fmc-corp
Atmos Energy Corporation;ATO;2021- 30/09;568.38;2021- 30/06;605.55;2021- 31/03;2233.55;2020- 31/12;914.48;4.34;6.26;4.08;3.15;-;https://es.investing.com/equities/atmos-energy-corp
Next PLC ADR;NXGPY;2021- 31/07;2119.5;2021- 30/01;2244.3;2020- 25/07;1332.7;2020- 25/01;2251.7;21.26;14.99;2.26;1.8;-;https://es.investing.com/equities/next-adr
Power Assets Holdings Ltd;HGKGY;2021- 30/06;615;2020- 31/12;669;2020- 30/06;601;2019- 31/12;683;7.33;5.74;80.62;22.8;Vender;https://es.investing.com/equities/power-assets-holdings-ltd
Carrefour SA PK;CRRFY;2021- 30/06;35100;2020- 31/12;37080;2020- 30/06;35070;2019- 31/12;38390;4.74;4.31;0.19;0.15;-;https://es.investing.com/equities/carrefour-sa-pk
Bouygues SA ADR;BOUYY;2021- 30/09;10100;2021- 30/06;9675;2021- 31/03;7742;2020- 31/12;9746;5.27;3.79;0.32;0.88;-;https://es.investing.com/equities/bouygues-adr
Elanco Animal Health;ELAN;2021- 30/09;1131;2021- 30/06;1279;2021- 31/03;1242;2020- 31/12;1139.7;-4.57;14.81;2.46;7.06;-;https://es.investing.com/equities/elanco-animal-health
Fairfax Financial Holdings Ltd;FRFHF;2021- 30/09;6114;2021- 30/06;5616.7;2021- 31/03;5729.3;2020- 31/12;5445.4;8.96;undefined;0.56;1.79;-;https://es.investing.com/equities/fairfax-financial-holdings-ltd?cid=53058
Siam Makro PCL ADR;SMKUY;2021- 30/09;54738.62;2021- 30/06;54722.72;2021- 31/03;55878.29;2020- 31/12;56799.23;19.8;9.57;1.89;1.46;-;https://es.investing.com/equities/siam-makro-adr
Medical Properties Trust Inc;MPW;2021- 30/09;390.78;2021- 30/06;381.79;2021- 31/03;362.76;2020- 31/12;333.81;3.26;3.89;8.92;13.15;-;https://es.investing.com/equities/medical-properties-trust-inc
EXACT Sciences Corporation;EXAS;2021- 30/09;456.38;2021- 30/06;434.82;2021- 31/03;402.08;2020- 31/12;466.34;-16.16;11.19;6.8;406.43;-;https://es.investing.com/equities/exact-sciences-co
Peloton Interactive Inc;PTON;2021- 30/09;805.2;2021- 30/06;936.8;2021- 31/03;1262.3;2020- 31/12;1064.8;-23.08;9.45;1.92;2.79;-;https://es.investing.com/equities/peloton-interactive-inc
Axa Equitable Holdings Inc;EQH;2021- 30/09;3802;2021- 30/06;4144;2021- 31/03;3698;2020- 31/12;4186;-0.6;10.64;0.83;24.54;-;https://es.investing.com/equities/axa-equitable-holdings-inc
Sino Biopharmaceutical Ltd ADR;SBHMY;2021- 30/06;7110.79;2021- 31/03;7242.99;2020- 31/12;5521.43;2020- 30/09;5478.02;27.82;12.1;3.25;11.29;-;https://es.investing.com/equities/sino-biopharma-adr
Yaskawa Electric Corp;YASKY;2021- 30/11;117471;2021- 31/08;120905;2021- 31/05;119002;2021- 28/02;109775;10.47;8.24;2.67;3.05;-;https://es.investing.com/equities/yaskawa-electric
United Airlines Holdings Inc;UAL;2021- 31/12;8192;2021- 30/09;7750;2021- 30/06;5471;2021- 31/03;3221;-4.06;-8.16;0.54;1.93;Comprar;https://es.investing.com/equities/united-continenta
Vail Resorts Inc;MTN;2021- 31/10;175.58;2021- 31/07;204.2;2021- 30/04;889.08;2021- 31/01;684.64;3.08;-4.99;5.51;9.67;-;https://es.investing.com/equities/vail-resorts-inc
South32 ADR;SOUHY;2021- 30/06;2533;2020- 31/12;2943;2020- 30/06;1794;2019- 31/12;3216;1.17;11.69;2.3;5155.49;-;https://es.investing.com/equities/south32
RPM International Inc;RPM;2021- 30/11;1639.54;2021- 31/08;1650.42;2021- 31/05;1744.31;2021- 28/02;1269.39;9.65;7.1;1.79;3.71;-;https://es.investing.com/equities/rpm-intl-inc
LPL Financial Holdings Inc;LPLA;2021- 30/09;2020.76;2021- 30/06;1898.26;2021- 31/03;1707.62;2020- 31/12;1581.28;11.06;21.42;1.81;9.26;-;https://es.investing.com/equities/lpl-investment-ho
Bunzl plc;BZLFY;2021- 30/06;4866.6;2020- 31/12;5264.8;2020- 30/06;4846.3;2019- 31/12;4798.3;11.51;11.84;0.92;2.51;-;https://es.investing.com/equities/bunzl-plc
Essential Utilities Inc;WTRG;2021- 30/09;361.86;2021- 30/06;397.03;2021- 31/03;583.57;2020- 31/12;474;3.04;2.96;6.57;7.32;-;https://es.investing.com/equities/aqua-america-inc.
Jones Lang LaSalle Incorporated;JLL;2021- 30/09;4889.2;2021- 30/06;4495;2021- 31/03;4037.1;2020- 31/12;4845.4;9.53;3.48;0.66;214.02;-;https://es.investing.com/equities/jones-lang-lasalle-inc
Floor & Decor Holdings Inc;FND;2021- 30/09;876.55;2021- 01/07;860.11;2021- 01/04;782.54;2020- 31/12;723.65;12.33;24.75;3.21;3.77;-;https://es.investing.com/equities/floor-decor-holdings
Santander Consumer USA Holdings Inc;SC;2021- 30/09;1751.1;2021- 30/06;1782.12;2021- 31/03;1905.05;2020- 31/12;2041.39;6.41;9.15;1.7;3.65;-;https://es.investing.com/equities/santander-consumer-usa-holdings-inc
Yara International ASA;YARIY;2021- 30/09;4495;2021- 30/06;3904;2021- 31/03;3131;2020- 31/12;2912;5.22;5.82;0.93;164.05;-;https://es.investing.com/equities/yara-international-asa
LYFT Inc;LYFT;2021- 30/09;864.4;2021- 30/06;765.02;2021- 31/03;608.96;2020- 31/12;569.88;-45.22;6.1;4.24;6.33;-;https://es.investing.com/equities/lyft
Carlisle Companies Incorporated;CSL;2021- 30/09;1315.6;2021- 30/06;1177.8;2021- 31/03;940.9;2020- 31/12;1064.1;5.99;13.39;2.5;3.48;-;https://es.investing.com/equities/carlisle-companies-inc
Liberty Media Formula One Corp A;FWONA;2021- 30/09;668;2021- 30/06;501;2021- 31/03;180;2020- 31/12;485;0.68;-0.63;15.99;18.4;-;https://es.investing.com/equities/liberty-media-corp-(a)
China Resources Gas Group Ltd ADR;CGASY;2021- 30/06;34415.83;2020- 31/12;33292.4;2020- 30/06;22571.76;2019- 31/12;28803.76;19.85;12.09;1.31;2.25;-;https://es.investing.com/equities/china-resources-gas-adr
Brookfield Renewable Corp;BEPC;2021- 30/09;806;2021- 30/06;817;2021- 31/03;839;2020- 31/12;746;-4.8;-0.33;3.65;3.93;-;https://es.investing.com/equities/brookfield-renewable-corp
ASX Limited ADR;ASXFY;2013- 30/06;396.3;2012- 31/12;387.6;2012- 30/06;373.3;2011- 31/12;410.5;11.79;9.12;15.78;28.92;-;https://es.investing.com/equities/asx-limited-exch
Enel Americas SA ADR;ENIA;2021- 30/09;4855.39;2021- 30/06;3430.71;2021- 31/03;3226.91;2020- 31/12;3672;6.52;2.65;0.84;4.34;-;https://es.investing.com/equities/enersis-s.a.-adr
